player_name,club,position,minutes_played,match_played,goals,assists,distance_covered,country
Sancho,Man. United,Midfielder,393,7,1,0,42,united kingdom
Varane,Man. United,Defender,353,5,0,0,34.2,united kingdom
Pogba,Man. United,Midfielder,347,6,0,0,30.9,united kingdom
Greenwood,Man. United,Forward,304,4,1,1,38.1,united kingdom
Alex Telles,Man. United,Defender,293,4,1,0,33.5,united kingdom
Rashford,Man. United,Forward,257,5,1,0,29.5,united kingdom
Dalot,Man. United,Defender,233,3,0,0,21,united kingdom
Van de Beek,Man. United,Midfielder,204,4,0,0,23.5,united kingdom
Matić,Man. United,Midfielder,194,8,0,0,24.6,united kingdom
Bailly,Man. United,Defender,180,2,0,0,18.8,united kingdom
Elanga,Man. United,Forward,172,3,1,0,23,united kingdom
Lingard,Man. United,Midfielder,116,4,0,1,14,united kingdom
Mata,Man. United,Midfielder,96,3,0,0,13.2,united kingdom
Cavani,Man. United,Forward,75,4,0,0,11.7,united kingdom
Diallo,Man. United,Midfielder,68,1,0,0,8.3,united kingdom
Henderson,Man. United,Goalkeeper,68,1,0,0,4.4,united kingdom
Martial,Man. United,Forward,67,2,0,0,7.1,united kingdom
Mengi,Man. United,Defender,29,1,0,0,3.7,united kingdom
Shoretire,Man. United,Midfielder,22,1,0,0,3.3,united kingdom
Heaton,Man. United,Goalkeeper,22,1,0,0,1.9,united kingdom
Savage,Man. United,Midfielder,1,1,0,0,1,united kingdom
Iqbal,Man. United,Midfielder,1,1,0,0,1,united kingdom
T. Hernández,Milan,Defender,450,5,0,1,51.4,italy
Saelemaekers,Milan,Midfielder,444,6,0,0,57.3,italy
Tomori,Milan,Defender,418,5,1,0,45.4,italy
Romagnoli,Milan,Defender,392,5,0,0,44.7,italy
Bennacer,Milan,Midfielder,376,6,0,0,47.1,italy
Brahim Díaz,Milan,Midfielder,351,5,1,1,43.9,italy
Tonali,Milan,Midfielder,333,6,0,0,44.4,italy
Kessié,Milan,Midfielder,321,5,0,1,41.2,italy
Calabria,Milan,Defender,315,4,0,0,38.5,italy
Rafael Leão,Milan,Forward,294,4,1,1,32.4,italy
Kjær,Milan,Defender,270,3,0,0,28.6,italy
Tătăruşanu,Milan,Goalkeeper,270,3,0,0,18.6,italy
Maignan,Milan,Goalkeeper,270,3,0,0,18.3,italy
Giroud,Milan,Forward,261,5,0,0,29,italy
Krunić,Milan,Midfielder,252,4,0,0,30.6,italy
Kalulu,Milan,Defender,216,5,0,1,26.6,italy
Ibrahimović,Milan,Forward,160,4,0,0,16.4,italy
Rebić,Milan,Forward,117,2,1,0,13,italy
Messias Junior,Milan,Forward,115,2,1,0,15.6,italy
Ballo,Milan,Defender,91,2,0,0,11.6,italy
Florenzi,Milan,Defender,88,4,0,0,12.6,italy
Bakayoko,Milan,Defender,56,3,0,0,8.1,italy
Maldini,Milan,Forward,20,3,0,0,4.2,italy
Marquinhos,Paris,Defender,720,8,0,1,78.5,France
Hakimi,Paris,Defender,718,8,0,0,85.3,France
Mbappé,Paris,Forward,673,8,6,4,65.2,France
Messi,Paris,Forward,630,7,5,0,58.7,France
Kimpembe,Paris,Defender,630,7,0,0,64.4,France
Nuno Mendes,Paris,Defender,581,8,0,0,62.2,France
Neymar,Paris,Forward,468,6,0,1,55.6,France
Donnarumma,Paris,Goalkeeper,450,5,0,0,27.5,France
Verratti,Paris,Midfielder,431,5,0,0,55.7,France
Gueye,Paris,Midfielder,400,7,1,0,48.1,France
Danilo,Paris,Midfielder,362,7,0,0,40.6,France
Herrera,Paris,Midfielder,326,6,1,0,44.3,France
Paredes,Paris,Midfielder,315,5,0,0,36.9,France
Navas,Paris,Goalkeeper,270,3,0,0,13.7,France
Wijnaldum,Paris,Midfielder,261,5,2,0,31.6,France
Di María,Paris,Forward,260,5,0,1,32.1,France
Diallo,Paris,Defender,165,2,0,0,17.9,France
Draxler,Paris,Forward,136,3,0,0,15.1,France
Kehrer,Paris,Defender,70,4,0,0,8.3,France
Icardi,Paris,Forward,47,3,0,0,6.5,France
Dina Ebimbe,Paris,Midfielder,7,1,0,0,1.2,France
Diogo Costa,Porto,Goalkeeper,540,6,0,0,31.7,Portugal
Taremi,Porto,Forward,494,6,1,1,60.6,Portugal
Otávio,Porto,Midfielder,450,6,0,0,53.8,Portugal
Mbemba,Porto,Defender,450,5,0,0,46.5,Portugal
Zaidu,Porto,Defender,389,6,0,0,45.9,Portugal
João Mário,Porto,Forward,351,4,0,0,39.3,Portugal
Pepe,Porto,Defender,349,5,0,0,39.8,Portugal
Grujić,Porto,Midfielder,320,6,0,1,40.9,Portugal
Evanilson,Porto,Forward,313,4,0,0,34.9,Portugal
Sérgio Oliveira,Porto,Midfielder,300,6,1,0,39.7,Portugal
Uribe,Porto,Midfielder,289,4,0,0,36.8,Portugal
Vitinha,Porto,Midfielder,218,6,0,0,31.1,Portugal
Corona,Porto,Forward,212,4,0,0,28,Portugal
Fábio Cardoso,Porto,Defender,155,2,0,0,18.7,Portugal
Toni Martínez,Porto,Forward,144,6,0,0,19.6,Portugal
Wendell,Porto,Defender,131,4,0,0,16,Portugal
Marcano,Porto,Defender,126,2,0,0,14.8,Portugal
Fábio Vieira,Porto,Midfielder,85,2,0,1,11,Portugal
Francisco Conceição,Porto,Forward,37,2,0,0,5.4,Portugal
Pepê,Porto,Forward,34,3,0,0,5.7,Portugal
Bruno Costa,Porto,Midfielder,11,1,0,0,2,Portugal
Courtois,Real Madrid,Goalkeeper,1230,13,0,0,64.2,Spain
Vinícius Júnior,Real Madrid,Forward,1199,13,4,6,133,Spain
Benzema,Real Madrid,Forward,1106,12,15,1,121.5,Spain
Modrić,Real Madrid,Midfielder,1077,13,0,4,124.5,Spain
Éder Militão,Real Madrid,Defender,1076,12,0,0,110.4,Spain
Alaba,Real Madrid,Defender,1040,12,1,0,112.3,Spain
Carvajal,Real Madrid,Defender,959,11,0,1,112.8,Spain
Casemiro,Real Madrid,Midfielder,914,11,0,0,107.6,Spain
Kroos,Real Madrid,Midfielder,902,12,2,0,116.5,Spain
Mendy,Real Madrid,Defender,867,10,0,2,96.3,Spain
Valverde,Real Madrid,Midfielder,804,11,0,1,96.7,Spain
Nacho,Real Madrid,Defender,574,9,0,0,61.9,Spain
Rodrygo,Real Madrid,Forward,505,11,5,2,65.7,Spain
Lucas Vázquez,Real Madrid,Midfielder,349,8,0,1,47.4,Spain
Camavinga,Real Madrid,Midfielder,296,10,0,1,40.2,Spain
Asensio,Real Madrid,Forward,207,8,1,2,28.4,Spain
Jović,Real Madrid,Forward,113,3,0,0,12.9,Spain
Marcelo,Real Madrid,Defender,93,3,0,0,10.7,Spain
E. Hazard,Real Madrid,Forward,84,3,0,0,10.8,Spain
Miguel Gutiérrez,Real Madrid,Defender,66,1,0,0,7.7,Spain
Ceballos,Real Madrid,Midfielder,37,5,0,0,7.8,Spain
Mariano Díaz,Real Madrid,Forward,12,1,0,0,1.6,Spain
Vallejo,Real Madrid,Defender,8,2,0,0,1.5,Spain
Bale,Real Madrid,Forward,7,2,0,0,2.2,Spain
Blanco,Real Madrid,Midfielder,6,1,0,0,1.3,Spain
Kristensen,Salzburg,Defender,720,8,0,1,85.5,austria
Köhn,Salzburg,Goalkeeper,720,8,0,0,43.8,austria
Ulmer,Salzburg,Defender,716,8,0,0,84.2,austria
Aaronson,Salzburg,Midfielder,715,8,0,2,103.5,austria
Camara,Salzburg,Midfielder,672,8,0,0,80.9,austria
Seiwald,Salzburg,Midfielder,649,8,0,1,85.3,austria
Adeyemi,Salzburg,Forward,607,8,3,1,69.2,austria
Wöber,Salzburg,Defender,573,7,1,0,66.5,austria
Sučić,Salzburg,Midfielder,516,8,1,0,65.4,austria
Onguéné,Salzburg,Defender,437,5,0,0,48.3,austria
Okafor,Salzburg,Midfielder,345,6,3,0,40,austria
Solet,Salzburg,Defender,328,5,0,0,38.9,austria
Capaldo,Salzburg,Midfielder,281,7,0,0,36.9,austria
Šeško,Salzburg,Forward,234,6,0,0,32.1,austria
Adamu,Salzburg,Forward,231,8,1,0,32.6,austria
Piątkowski,Salzburg,Defender,84,2,0,0,9.8,austria
Kjærgaard,Salzburg,Midfielder,38,4,1,0,7.9,austria
Bernardo,Salzburg,Defender,23,2,0,1,4.2,austria
Tijani,Salzburg,Midfielder,23,1,0,0,3.1,austria
Šimić,Salzburg,Forward,4,1,0,0,1.3,austria
Guindo,Salzburg,Defender,4,1,0,0,1.2,austria
Fernando,Sevilla,Midfielder,540,6,0,0,66.6,Spain
Bounou,Sevilla,Goalkeeper,540,6,0,0,37.2,Spain
Diego Carlos,Sevilla,Defender,539,6,0,0,58.7,Spain
Ocampos,Sevilla,Midfielder,463,6,1,1,50.6,Spain
Koundé,Sevilla,Defender,450,5,0,0,53.2,Spain
Acuña,Sevilla,Defender,379,5,0,0,43.2,Spain
Jesús Navas,Sevilla,Defender,332,4,0,0,40,Spain
Jordán,Sevilla,Midfielder,327,6,1,0,43.3,Spain
Gómez,Sevilla,Forward,322,5,0,0,36.7,Spain
Rakitić,Sevilla,Midfielder,276,5,2,1,36.4,Spain
Rafa Mir,Sevilla,Forward,271,6,1,1,36.4,Spain
Suso,Sevilla,Forward,228,4,0,0,25.2,Spain
Munir,Sevilla,Forward,204,4,0,0,26.4,Spain
Delaney,Sevilla,Midfielder,200,4,0,0,28.1,Spain
Montiel,Sevilla,Defender,186,4,0,0,24.9,Spain
Óliver Torres,Sevilla,Midfielder,168,4,0,0,25.8,Spain
Rekik,Sevilla,Defender,125,4,0,0,15.1,Spain
Lamela,Sevilla,Midfielder,119,4,0,0,17.6,Spain
En-Nesyri,Sevilla,Forward,83,2,0,0,10.2,Spain
Augustinsson,Sevilla,Defender,80,3,0,0,11.1,Spain
Óscar Rodríguez,Sevilla,Midfielder,22,1,0,0,3.8,Spain
Iván Romero,Sevilla,Forward,20,1,0,0,2.7,Spain
Dodô,Shakhtar Donetsk,Defender,540,6,0,0,64.5,ukraine
Maycon,Shakhtar Donetsk,Midfielder,473,6,0,0,62.9,ukraine
Marlon,Shakhtar Donetsk,Defender,450,5,0,0,48.8,ukraine
Tetê,Shakhtar Donetsk,Forward,373,6,0,0,44.5,ukraine
Matviyenko,Shakhtar Donetsk,Defender,360,4,0,0,43,ukraine
Ismaily,Shakhtar Donetsk,Defender,355,5,0,0,44.8,ukraine
Fernando,Shakhtar Donetsk,Midfielder,350,5,2,0,34.8,ukraine
Pedrinho,Shakhtar Donetsk,Midfielder,343,4,0,0,40.9,ukraine
Solomon,Shakhtar Donetsk,Midfielder,322,5,0,0,42.3,ukraine
Trubin,Shakhtar Donetsk,Goalkeeper,270,3,0,0,15.5,ukraine
Alan Patrick,Shakhtar Donetsk,Midfielder,268,4,0,1,37.1,ukraine
Pyatov,Shakhtar Donetsk,Goalkeeper,266,3,0,0,14.2,ukraine
Marcos Antônio,Shakhtar Donetsk,Midfielder,256,5,0,0,36.1,ukraine
Stepanenko,Shakhtar Donetsk,Midfielder,225,4,0,0,30.6,ukraine
Marlos,Shakhtar Donetsk,Midfielder,206,6,0,0,25.4,ukraine
Kryvtsov,Shakhtar Donetsk,Defender,192,3,0,1,23.5,ukraine
Mudryk,Shakhtar Donetsk,Midfielder,179,6,0,0,24.2,ukraine
Traoré,Shakhtar Donetsk,Forward,101,2,0,0,10.5,ukraine
Bondar,Shakhtar Donetsk,Defender,90,1,0,0,10.2,ukraine
Vitão,Shakhtar Donetsk,Defender,90,1,0,0,9.4,ukraine
Bondarenko,Shakhtar Donetsk,Midfielder,84,2,0,0,11.8,ukraine
Korniienko,Shakhtar Donetsk,Defender,83,2,0,0,11.2,ukraine
Sudakov,Shakhtar Donetsk,Midfielder,56,2,0,0,8.3,ukraine
Dentinho,Shakhtar Donetsk,Midfielder,4,1,0,0,1,ukraine
Shevchenko,Shakhtar Donetsk,Goalkeeper,4,1,0,0,0.5,ukraine
S. Thill,Sheriff,Midfielder,540,6,2,1,76.8,moldova
Cristiano,Sheriff,Defender,540,6,0,3,63.2,moldova
Fernando Costanza,Sheriff,Defender,540,6,0,0,64.6,moldova
Arboleda,Sheriff,Defender,540,6,0,0,53.3,moldova
Dulanto,Sheriff,Defender,540,6,0,0,53,moldova
Traore,Sheriff,Midfielder,530,6,2,1,64.4,moldova
Addo,Sheriff,Midfielder,491,6,0,0,59.7,moldova
Athanasiadis,Sheriff,Goalkeeper,450,5,0,0,22.7,moldova
Kolovos,Sheriff,Midfielder,405,6,0,0,49.3,moldova
Castañeda,Sheriff,Midfielder,357,5,0,0,45.5,moldova
Bruno,Sheriff,Midfielder,312,6,0,0,38.5,moldova
Yakhshiboev,Sheriff,Forward,205,3,1,0,27.9,moldova
Yansané,Sheriff,Forward,156,3,1,0,21.6,moldova
Nikolov,Sheriff,Midfielder,97,5,1,0,14.6,moldova
Celeadnic,Sheriff,Goalkeeper,90,1,0,0,4.7,moldova
Radeljić,Sheriff,Defender,79,3,0,0,10.2,moldova
Julien,Sheriff,Defender,52,3,0,0,7.2,moldova
Cojocaru,Sheriff,Midfielder,15,2,0,0,3.6,moldova
Cojocari,Sheriff,Defender,1,1,0,0,0.5,moldova
Adán,Sporting CP,Goalkeeper,630,7,0,0,36.3,Portugal
Matheus Reis,Sporting CP,Defender,611,8,0,0,75.3,Portugal
Paulinho,Sporting CP,Forward,582,8,3,1,68.2,Portugal
Gonçalo Inácio,Sporting CP,Defender,561,7,0,1,60.7,Portugal
Coates,Sporting CP,Defender,540,6,2,0,50.9,Portugal
João Palhinha,Sporting CP,Midfielder,534,6,0,0,66.4,Portugal
Pedro Porro,Sporting CP,Defender,529,7,1,0,60.9,Portugal
Sarabia,Sporting CP,Forward,510,8,2,0,66.6,Portugal
Matheus Nunes,Sporting CP,Midfielder,509,6,0,2,64.3,Portugal
Feddal,Sporting CP,Defender,450,6,0,0,49.2,Portugal
Ricardo Esgaio,Sporting CP,Defender,380,8,0,2,48.8,Portugal
Luís Neto,Sporting CP,Defender,368,6,0,0,38.6,Portugal
Pedro Gonçalves,Sporting CP,Midfielder,329,5,4,2,41.3,Portugal
Nuno Santos,Sporting CP,Forward,218,7,1,0,28.9,Portugal
Ugarte,Sporting CP,Midfielder,205,4,0,0,29.6,Portugal
Bruno Tabata,Sporting CP,Midfielder,201,4,1,1,28.3,Portugal
Tiago Tomás,Sporting CP,Forward,162,5,0,0,22.1,Portugal
Daniel Bragança,Sporting CP,Midfielder,131,5,0,0,18.9,Portugal
Slimani,Sporting CP,Forward,104,2,0,0,12.4,Portugal
João Virginia,Sporting CP,Goalkeeper,90,1,0,0,5.4,Portugal
Jovane Cabral,Sporting CP,Forward,79,3,0,0,9.8,Portugal
Esteves,Sporting CP,Defender,73,1,0,0,8.4,Portugal
Rúben Vinagre,Sporting CP,Defender,63,2,0,0,7.8,Portugal
Edwards,Sporting CP,Forward,32,1,0,0,4,Portugal
Flávio Nazinho,Sporting CP,Defender,19,2,0,0,4,Portugal
Dário Essugo,Sporting CP,Midfielder,9,1,0,0,1.8,Portugal
Rodrigo Ribeiro,Sporting CP,Forward,1,1,0,0,0.7,Portugal
Pau Torres,Villarreal,Defender,1080,12,1,0,124.2,Spain
Rulli,Villarreal,Goalkeeper,1080,12,0,0,61.2,Spain
Parejo,Villarreal,Midfielder,1055,12,1,3,130.9,Spain
Capoue,Villarreal,Midfielder,1046,12,2,4,130.9,Spain
Albiol,Villarreal,Defender,1045,12,0,0,115.7,Spain
Danjuma,Villarreal,Midfielder,906,11,6,2,107.8,Spain
Foyth,Villarreal,Defender,891,10,0,0,98.7,Spain
Estupiñán,Villarreal,Defender,645,10,0,0,76.4,Spain
Gerard Moreno,Villarreal,Forward,524,7,2,4,65.7,Spain
Lo Celso,Villarreal,Midfielder,524,6,0,0,68.4,Spain
Coquelin,Villarreal,Midfielder,463,8,1,0,57.6,Spain
Pedraza,Villarreal,Midfielder,431,10,0,1,55.3,Spain
Pino,Villarreal,Forward,431,7,1,0,54.7,Spain
Trigueros,Villarreal,Midfielder,330,9,1,0,42.9,Spain
Moreno,Villarreal,Defender,309,7,1,0,41.7,Spain
Chukwueze,Villarreal,Midfielder,273,9,2,0,37,Spain
Dia,Villarreal,Forward,258,8,1,0,33.3,Spain
Moi Gómez,Villarreal,Midfielder,222,6,0,1,32,Spain
Aurier,Villarreal,Defender,129,5,0,1,15.9,Spain
Mario Gaspar,Villarreal,Defender,93,2,0,0,10.8,Spain
Alcácer,Villarreal,Forward,73,3,1,0,10,Spain
Mandi,Villarreal,Defender,24,2,0,0,3.7,Spain
Peña,Villarreal,Defender,18,2,0,0,3.3,Spain
Raba,Villarreal,Midfielder,11,1,0,0,1.7,Spain
Iborra,Villarreal,Midfielder,10,1,0,0,1.8,Spain
Arnold,Wolfsburg,Midfielder,540,6,0,3,67.3,Germany
Lacroix,Wolfsburg,Defender,540,6,0,0,61.3,Germany
Casteels,Wolfsburg,Goalkeeper,450,5,0,0,30.8,Germany
Guilavogui,Wolfsburg,Midfielder,429,5,0,0,50.5,Germany
Baku,Wolfsburg,Midfielder,413,6,1,0,48.6,Germany
Weghorst,Wolfsburg,Forward,398,5,0,0,49.4,Germany
Roussillon,Wolfsburg,Defender,362,6,0,0,41.6,Germany
Vranckx,Wolfsburg,Midfielder,337,4,0,0,41.5,Germany
Brooks,Wolfsburg,Defender,331,4,0,0,36.3,Germany
Mbabu,Wolfsburg,Defender,328,6,0,0,38.6,Germany
L. Nmecha,Wolfsburg,Forward,322,5,2,0,42,Germany
Lukebakio,Wolfsburg,Forward,296,6,0,0,35.9,Germany
Steffen,Wolfsburg,Midfielder,258,5,2,0,31.1,Germany
Bornauw,Wolfsburg,Defender,204,3,0,0,22.3,Germany
Gerhardt,Wolfsburg,Midfielder,192,5,0,1,25.8,Germany
Paulo Otávio,Wolfsburg,Defender,171,4,0,0,20.2,Germany
Waldschmidt,Wolfsburg,Forward,119,3,0,0,15.6,Germany
Philipp,Wolfsburg,Forward,90,2,0,0,11.1,Germany
Pervan,Wolfsburg,Goalkeeper,90,1,0,0,5.7,Germany
F. Nmecha,Wolfsburg,Midfielder,36,2,0,0,6.6,Germany
Ginczek,Wolfsburg,Forward,2,1,0,0,1.1,Germany
Moumi Ngamaleu,Young Boys,Midfielder,532,6,1,1,57.2,Switzerland
Aebischer,Young Boys,Midfielder,504,6,0,1,53.9,Switzerland
Elia,Young Boys,Forward,489,6,1,0,49.1,Switzerland
Lauper,Young Boys,Midfielder,462,6,0,0,42.1,Switzerland
Garcia,Young Boys,Defender,435,5,0,0,40.2,Switzerland
C. Martins Pereira,Young Boys,Midfielder,420,5,0,0,44.5,Switzerland
Hefti,Young Boys,Defender,386,6,1,1,38.8,Switzerland
Camara,Young Boys,Defender,347,4,0,0,30.5,Switzerland
Siebatcheu,Young Boys,Forward,341,6,2,0,35.6,Switzerland
Rieder,Young Boys,Midfielder,272,6,1,1,38.7,Switzerland
Faivre,Young Boys,Goalkeeper,270,3,0,0,20.5,Switzerland
Von Ballmoos,Young Boys,Goalkeeper,270,3,0,0,12.2,Switzerland
Fassnacht,Young Boys,Midfielder,269,3,0,0,23.3,Switzerland
Sierro,Young Boys,Midfielder,240,5,1,0,28.5,Switzerland
Bürgy,Young Boys,Defender,180,2,0,0,21.4,Switzerland
Lefort,Young Boys,Defender,167,3,0,0,21.1,Switzerland
Maceiras,Young Boys,Defender,113,3,0,0,16,Switzerland
Lustenberger,Young Boys,Defender,90,1,0,0,10.2,Switzerland
Kanga,Young Boys,Forward,75,5,0,0,10.1,Switzerland
Mambimbi,Young Boys,Forward,60,4,0,0,9.4,Switzerland
Spielmann,Young Boys,Midfielder,8,1,0,0,1.5,Switzerland
Sulejmani,Young Boys,Midfielder,7,1,0,0,-,Switzerland
Maier,Young Boys,Midfielder,3,1,0,0,1.3,Switzerland
Zesiger,Young Boys,Defender,1,1,0,0,-,Switzerland
Barrios,Zenit,Midfielder,540,6,0,0,61.5,Rusia
Rakitskyy,Zenit,Defender,497,6,1,2,52.3,Rusia
Wendel,Zenit,Midfielder,484,6,1,0,59.1,Rusia
Claudinho,Zenit,Midfielder,460,6,2,0,55.8,Rusia
Douglas Santos,Zenit,Defender,444,5,0,2,50.5,Rusia
Chistiakov,Zenit,Defender,444,5,0,0,50.8,Rusia
Malcom,Zenit,Forward,434,6,0,1,48.6,Rusia
Kritsyuk,Zenit,Goalkeeper,360,4,0,0,19.5,Rusia
Lovren,Zenit,Defender,315,4,0,0,34.7,Rusia
Azmoun,Zenit,Forward,303,5,2,1,30.3,Rusia
Karavaev,Zenit,Defender,299,4,0,1,38.3,Rusia
Sutormin,Zenit,Midfielder,293,4,1,0,34.3,Rusia
Dzyuba,Zenit,Forward,277,6,0,1,31.2,Rusia
Kuzyaev,Zenit,Midfielder,257,4,1,0,31.7,Rusia
M. Kerzhakov,Zenit,Goalkeeper,180,2,0,0,10.6,Rusia
Mostovoy,Zenit,Midfielder,150,5,0,0,20.9,Rusia
Erokhin,Zenit,Midfielder,104,6,0,0,15.7,Rusia
Krugovoi,Zenit,Defender,68,6,0,0,11.8,Rusia
Kravtsov,Zenit,Midfielder,14,2,0,0,3,Rusia
Ozdoev,Zenit,Midfielder,11,1,1,0,2.2,Rusia
Kuznetsov,Zenit,Forward,3,1,0,0,0.9,Rusia
